exp_id,Temp,Press,Solvent,Time,conversion (%),ee (%),Comp._1,Comp._2,Comp._3,Comp._4,Comp._5,Mol. wt._1,Mol. wt._2,Mol. wt._3,Mol. wt._4,Mol. wt._5,mols_1,mols_2,mols_3,mols_4,mols_5,Eq. wt._1,Eq. wt._2,Eq. wt._3,Eq. wt._4,Eq. wt._5,Wt. taken_1,Wt. taken_2,Wt. taken_3,Wt. taken_4,Wt. taken_5
KK-346,70°C,30 bar,Methanol, 12 hrs,74%,86%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.0210 mmol,--,100 ,1 ,2 ,10 ,--,86 mg ,1 mg ,1.8 mg ,1 mg ,--
KK-347,70°C,30 bar,Methanol, 12 hrs,18%,84%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0210 mmol,--,100 ,1 ,1 ,10 ,--,86 mg ,1 mg ,1 mg ,1 mg ,--
KK-348,70°C,30 bar,Methanol, 12 hrs,18%,83%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.0210 mmol,--,100 ,1 ,2 ,10 ,--,86 mg ,1 mg ,2 mg ,1 mg ,--
KK-349,70°C,30 bar,Methanol, 24 hrs,50%,83%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Boric acid ,--,405.30 ,468.30 ,414.29 ,61.83 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0215 mmol,--,100 ,1 ,1 ,10 ,--,86 mg ,1 mg ,0.9 mg ,1.3 mg ,--
KK-350,70°C,30 bar,Methanol, 24 hrs,86%,84%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Potassium bisulphate ,--,405.30 ,468.30 ,414.29 ,136.17 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0420 mmol,--,100 ,1 ,2 ,20 ,--,86 mg ,1 mg ,1.8 mg ,5.8 mg ,--
KK-351,70°C,30 bar,Methanol, 24 hrs,81%,82%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Potassium bisulphate ,--,405.30 ,468.30 ,470.39 ,136.17 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0420 mmol,--,100 ,1 ,1 ,20 ,--,86 mg ,1 mg ,1 mg ,5.8 mg ,--
KK-352,70°C,30 bar,Methanol, 24 hrs,73%,81%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Boric acid ,--,405.30 ,468.30 ,470.39 ,61.83 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.0213 mmol,--,100 ,1 ,2 ,10 ,--,86 mg ,1 mg ,2 mg ,1.3 mg ,--
KK-353,70°C,30 bar,Methanol, 24 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Boric acid ,--,405.30 ,468.30 ,414.29 ,61.83 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0215 mmol,--,100 ,1 ,1 ,10 ,--,86 mg ,1 mg ,0.9 mg ,1.3 mg ,--
KK-355,70°C,50 bar,Methanol, 24 hrs,65%,83%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0215 mmol,--,100 ,1 ,1 ,10 ,--,86 mg ,1 mg ,0.9 mg ,1 mg ,--
KK-356,75°C,30 bar,methanol, 24 hrs,65%,85%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Phosphoric acid ,--,405.30 ,468.30 ,414.29 ,97.99 ,--,2.4770 mmol,0.0247 mmol,0.0247 mmol,0.1238 mmol,--,1 ,1 mol% ,1 mol% ,5 mol% ,--,1000 mg ,12 mg ,11 mg ,12 mg ,--
KK-357,70°C,30 bar,Methanol, 24 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0215 mmol,--,100 ,1 ,1 ,10 ,--,86 mg ,1 mg ,0.9 mg ,1 mg ,--
KK-358,70°C,30 bar,Methanol, 24 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L11 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0215 mmol,--,100 ,1 ,1 ,10 ,--,86 mg ,1 mg ,1 mg ,1 mg ,--
KK-360,70°C,30 bar,Methanol, 24 hrs	,88%,96%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,tBu-Josiphos ,Ammonium chloride ,--,405.30 ,468.30 ,542.45 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0213 mmol,--,100 ,1 ,1 ,10 ,--,86 mg ,1 mg ,1.1 mg ,1 mg ,--
KK-361,70°C,30 bar,Methanol, 24 hrs	,97%,96%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,tBu-Josiphos ,Ammonium chloride ,--,405.30 ,468.30 ,542.45 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0213 mmol,--,100 ,1 ,1 ,10 ,--,86 mg ,1 mg ,1.1 mg ,1 mg ,--
KK-363,70°C,30 bar,methanol, 24 hrs,34%,56%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Phosphoric acid ,--,405.30 ,468.30 ,414.29 ,97.99 ,--,2.4770 mmol,0.0247 mmol,0.0247 mmol,0.3715 mmol,--,1 ,1 mol% ,1 mol% ,15 mol% ,--,1000 mg ,12 mg ,11 mg ,36 mg ,--
KK-364,65°C,30 bar,methanol, 24 hrs,80%,82%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Phosphoric acid ,--,405.30 ,468.30 ,414.29 ,97.99 ,--,24.6730 mmol,0.2467 mmol,0.2467 mmol,3.7009 mmol,--,1 ,1 mol% ,1 mol% ,15 mol% ,--,"10,000 mg ",115 mg ,102 mg ,362 mg ,--
KK-366,50°C,30 bar,methanol, 24 hrs,34%,83%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Phosphoric acid ,--,405.30 ,468.30 ,414.29 ,97.99 ,--,12.3365 mmol,0.1233 mmol,0.1233 mmol,1.8504 mmol,--,1 ,1 mol% ,1 mol% ,15 mol% ,--,"5,000 mg ",57 mg ,51 mg ,181 mg ,--
KK-367,70°C,30 bar,methanol, 24 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Phosphoric acid ,--,405.30 ,468.30 ,414.29 ,97.99 ,--,0.2413 mmol,0.0024 mmol,0.0024 mmol,0.2413 mmol,--,100 ,1 ,1 ,100 ,--,98 mg ,1.1 mg ,1 mg ,24 mg ,--
KK-369,--,--,--,--,80%,,Sitagliptin ,Phosphoric acid ,--,--,--,407.32 ,97.99 ,--,--,--,2.9460 mmol,3.5353 mmol,--,--,--,1 ,1.2 ,--,--,--,1200 mg ,346 mg ,--,--,--
KK-370,70°C,30 bar,Methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Ammonium chloride ,--,405.30 ,468.30 ,526.51 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0215 mmol,--,100 ,1 ,1 ,10 ,--,86 mg ,1 mg ,1.1 mg ,1 mg ,--
KK-371,70°C,30 bar,Methanol, 18 hrs,70%,90%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.2135 mmol,--,100 ,1 ,1 ,100 ,--,86 mg ,1 mg ,1.1 mg ,29 mg ,--
KK-372,70°C,30 bar,Methanol, 18 hrs,95%,78%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Phosphoric acid ,--,405.30 ,468.30 ,526.51 ,97.99 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.4270 mmol,--,100 ,1 ,1 ,200 ,--,86 mg ,1 mg ,1.1 mg ,42 mg ,--
KK-373,60°C,30 bar,Methanol, 18 hrs,05%,88%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Ammonium chloride ,--,405.30 ,468.30 ,526.51 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0215 mmol,--,100 ,1 ,1 ,10 ,--,86 mg ,1 mg ,1.1 mg ,1 mg ,--
KK-374,60°C,30 bar,Methanol, 18 hrs,04%,87%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Phosphoric acid ,--,405.30 ,468.30 ,526.51 ,97.99 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.2135 mmol,--,100 ,1 ,1 ,100 ,--,86 mg ,1 mg ,1.1 mg ,20 mg ,--
KK-375,60°C,30 bar,Methanol, 18 hrs,58%,90%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.2135 mmol,--,100 ,1 ,1 ,100 ,--,86 mg ,1 mg ,1.1 mg ,29 mg ,--
KK-376,60°C,30 bar,Methanol, 18 hrs,05%,80%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,--,--,405.30 ,468.30 ,526.51 ,--,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,--,--,100 ,1 ,1 ,--,--,86 mg ,1 mg ,1.1 mg ,--,--
KK-378,70°C,30 bar,Methanol, 18 hrs,90%,90%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.2135 mmol,--,100 ,1 ,2 ,100 ,--,86 mg ,1 mg ,2.2 mg ,29 mg ,--
KK-379,70°C,30 bar,Methanol, 18 hrs,90%,92%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0063 mmol,0.2135 mmol,--,100 ,1 ,3 ,100 ,--,86 mg ,1 mg ,3.3 mg ,29 mg ,--
KK-380,70°C,30 bar,Methanol, 18 hrs,95%,92%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0084 mmol,0.2135 mmol,--,100 ,1 ,4 ,100 ,--,86 mg ,1 mg ,4.4 mg ,29 mg ,--
KK-381,70°C,30 bar,Methanol, 18 hrs,50%,84%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.1050 mmol,--,100 ,1 ,1 ,50 ,--,86 mg ,1 mg ,1.1 mg ,15 mg ,--
KK-382,70°C,30 bar,Methanol, 18 hrs,95%,92%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.3150 mmol,--,100 ,1 ,1 ,150 ,--,86 mg ,1 mg ,1.1 mg ,44 mg ,--
KK-383,70°C,30 bar,Methanol, 18 hrs,95%,92%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.4200 mmol,--,100 ,1 ,1 ,200 ,--,86 mg ,1 mg ,1.1 mg ,59 mg ,--
KK-384,70°C,30 bar,Methanol, 18 hrs,95%,92%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.4200 mmol,--,100 ,1 ,2 ,200 ,--,86 mg ,1 mg ,2.2 mg ,59 mg ,--
KK-385,70°C,30 bar,Methanol, 18 hrs,95%,92%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0063 mmol,0.4200 mmol,--,100 ,1 ,3 ,200 ,--,86 mg ,1 mg ,3.3 mg ,59 mg ,--
KK-386,60°C,30 bar,Methanol, 18 hrs,95%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.4200 mmol,--,100 ,1 ,2 ,200 ,--,86 mg ,1 mg ,2.2 mg ,59 mg ,--
KK-387,60°C,30 bar,Methanol, 18 hrs,95%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0063 mmol,0.4200 mmol,--,100 ,1 ,3 ,200 ,--,86 mg ,1 mg ,3.3 mg ,59 mg ,--
KK-388,50°C,30 bar,Methanol, 18 hrs,90%,95%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.4200 mmol,--,100 ,1 ,2 ,200 ,--,86 mg ,1 mg ,2.2 mg ,59 mg ,--
KK-389,50°C,30 bar,Methanol, 18 hrs,80%,95%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.4200 mmol,--,100 ,1 ,1.2 ,200 ,--,86 mg ,1 mg ,1.3 mg ,59 mg ,--
KK-390,50°C,30 bar,Methanol, 18 hrs,85%,95%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0063 mmol,0.4200 mmol,--,100 ,1 ,3 ,200 ,--,86 mg ,1 mg ,3.3 mg ,59 mg ,--
KK-391,45°C,30 bar,Methanol, 18 hrs,90%,95%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.4200 mmol,--,100 ,1 ,1.2 ,200 ,--,86 mg ,1 mg ,1.3 mg ,59 mg ,--
KK-392,45°C,30 bar,Methanol, 18 hrs,85%,96%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.4200 mmol,--,100 ,1 ,2 ,200 ,--,86 mg ,1 mg ,2.2 mg ,59 mg ,--
KK-393,45°C,30 bar,Methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0063 mmol,0.4200 mmol,--,100 ,1 ,3 ,200 ,--,86 mg ,1 mg ,3.3 mg ,59 mg ,--
KK-394,40°C,30 bar,Methanol, 24 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.4200 mmol,--,100 ,1 ,1.2 ,200 ,--,86 mg ,1 mg ,1.3 mg ,59 mg ,--
KK-395,40°C,30 bar,Methanol, 24 hrs,60%,95%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.4200 mmol,--,100 ,1 ,2 ,200 ,--,86 mg ,1 mg ,2.2 mg ,59 mg ,--
KK-396,40°C,30 bar,Methanol, 24 hrs,40%,96%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0063 mmol,0.4200 mmol,--,100 ,1 ,3 ,200 ,--,86 mg ,1 mg ,3.3 mg ,59 mg ,--
KK-397,40°C,30 bar,Methanol, 24 hrs,05%,96%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.4200 mmol,--,100 ,1 ,1.2 ,200 ,--,86 mg ,1 mg ,1.3 mg ,59 mg ,--
KK-398,40°C,30 bar,Methanol, 24 hrs,05%,95%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.4200 mmol,--,100 ,1 ,2 ,200 ,--,86 mg ,1 mg ,2.2 mg ,59 mg ,--
KK-399,40°C,30 bar,Methanol, 24 hrs,35%,95%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0063 mmol,0.4200 mmol,--,100 ,1 ,3 ,200 ,--,86 mg ,1 mg ,3.3 mg ,59 mg ,--
KK-400,35°C,30 bar,Methanol, 18 hrs,05%,95%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.4200 mmol,--,100 ,1 ,1.2 ,200 ,--,86 mg ,1 mg ,1.3 mg ,59 mg ,--
KK-401,35°C,30 bar,Methanol, 18 hrs,05%,96%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.4200 mmol,--,100 ,1 ,2 ,200 ,--,86 mg ,1 mg ,2.2 mg ,59 mg ,--
KK-402,35°C,30 bar,Methanol, 18 hrs,05%,96%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0063 mmol,0.4200 mmol,--,100 ,1 ,3 ,200 ,--,86 mg ,1 mg ,3.3 mg ,59 mg ,--
KK-403,50°C,30 bar,Methanol, 18 hrs,95%,95%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.2135 mmol,--,100 ,1 ,1.2 ,100 ,--,86 mg ,1 mg ,1.3 mg ,29 mg ,--
KK-404,50°C,30 bar,Methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.2135 mmol,--,100 ,1 ,2 ,100 ,--,86 mg ,1 mg ,2.2 mg ,29 mg ,--
KK-405,60°C,30 bar,Methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,(Me3)4N+I- ,--,405.30 ,468.30 ,526.51 ,201.05 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.0205 mmol,--,100 ,1 ,1.2 ,10 ,--,86 mg ,1 mg ,1.3 mg ,4 mg ,--
KK-406,60°C,30 bar,Methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,(C2H5)4N+I- ,--,405.30 ,468.30 ,526.51 ,257.15 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.0205 mmol,--,100 ,1 ,1.2 ,10 ,--,86 mg ,1 mg ,1.3 mg ,5.3 mg ,--
KK-407,60°C,30 bar,Methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,(C4H9)4N+Br- ,--,405.30 ,468.30 ,526.51 ,322.37 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.0205 mmol,--,100 ,1 ,1.2 ,10 ,--,86 mg ,1 mg ,1.3 mg ,6.6 mg ,--
KK-408,60°C,30 bar,Methanol, 5 hrs,10%,93%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.4200 mmol,--,100 ,1 ,1.2 ,200 ,--,86 mg ,1 mg ,1.3 mg ,59 mg ,--
KK-409,60°C,30 bar,Methanol, 5 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.4200 mmol,--,100 ,1 ,2 ,200 ,--,86 mg ,1 mg ,2.2 mg ,59 mg ,--
KK-410,60°C,30 bar,Methanol, 5 hrs,05%,89%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.0213 mmol,--,100 ,1 ,1.2 ,10 ,--,86 mg ,1 mg ,1.3 mg ,3 mg ,--
KK-411,60°C,30 bar,Methanol, 5 hrs,10%,91%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.0105 mmol,--,100 ,1 ,1.2 ,50 ,--,86 mg ,1 mg ,1.3 mg ,15 mg ,--
KK-412,60°C,30 bar,Methanol, 5 hrs,10%,91%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.0630 mmol,--,100 ,1 ,1.2 ,30 ,--,86 mg ,1 mg ,1.3 mg ,9 mg ,--
KK-413,60°C,30 bar,Methanol, 18 hrs,10%,91%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.0213 mmol,--,100 ,1 ,1.2 ,10 ,--,86 mg ,1 mg ,1.3 mg ,3 mg ,--
KK-414,60°C,30 bar,Methanol, 18 hrs,40%,92%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.0630 mmol,--,100 ,1 ,1.2 ,30 ,--,86 mg ,1 mg ,1.3 mg ,9 mg ,--
KK-415,60°C,30 bar,Methanol, 18 hrs,65%,93%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.1050 mmol,--,100 ,1 ,1.2 ,50 ,--,86 mg ,1 mg ,1.3 mg ,15 mg ,--
KK-416,60°C,30 bar,Methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,(Me3)4N+I- ,--,405.30 ,468.30 ,526.51 ,201.05 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.0630 mmol,--,100 ,1 ,1.2 ,30 ,--,86 mg ,1 mg ,1.3 mg ,12 mg ,--
KK-417,60°C,30 bar,Methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,(C2H5)4N+I- ,--,405.30 ,468.30 ,526.51 ,257.15 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.0630 mmol,--,100 ,1 ,1.2 ,30 ,--,86 mg ,1 mg ,1.3 mg ,16 mg ,--
KK-418,60°C,30 bar,Methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,(C4H9)4N+Br- ,--,405.30 ,468.30 ,526.51 ,322.37 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.0630 mmol,--,100 ,1 ,1.2 ,30 ,--,86 mg ,1 mg ,1.3 mg ,20 mg ,--
KK-419,60°C,30 bar,Methanol, 18 hrs,05%,69%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Ammonium chloride ,--,405.30 ,468.30 ,526.51 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.0213 mmol,--,100 ,1 ,1.2 ,10 ,--,86 mg ,1 mg ,1.3 mg ,1 mg ,--
KK-420,60°C,30 bar,Methanol, 18 hrs,10%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Acetic acid ,--,405.30 ,468.30 ,526.51 ,60.05 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.0213 mmol,--,100 ,1 ,1.2 ,10 ,--,86 mg ,1 mg ,1.3 mg ,1.3 mg ,--
KK-421,60°C,30 bar,Methanol, 18 hrs,100%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Phosphoric acid ,--,405.30 ,468.30 ,526.51 ,97.99 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.0213 mmol,--,100 ,1 ,1.2 ,10 ,--,86 mg ,1 mg ,1.3 mg ,2 mg ,--
KK-422,60°C,30 bar,Methanol, 18 hrs,10%,85%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Ammonium salicylate ,--,405.30 ,468.30 ,526.51 ,155.12 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.0213 mmol,--,100 ,1 ,1.2 ,10 ,--,86 mg ,1 mg ,1.3 mg ,3 mg ,--
KK-423,60°C,30 bar,Methanol, 18 hrs,10%,88%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Ammonium salicylate ,--,405.30 ,468.30 ,526.51 ,155.12 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.0630 mmol,--,100 ,1 ,1.2 ,30 ,--,86 mg ,1 mg ,1.3 mg ,9 mg ,--
KK-424,60°C,30 bar,Methanol, 18 hrs,10%,90%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Ammonium salicylate ,--,405.30 ,468.30 ,526.51 ,155.12 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.1050 mmol,--,100 ,1 ,1.2 ,50 ,--,86 mg ,1 mg ,1.3 mg ,15 mg ,--
