COMPOUND_ID	BIOACTIVITY_IN_BRIEF
CMNPD30177	potent inhib. of chymotrypsin and elastase enzymes (IC 50 = 350 - 620 nM).
CMNPD30178	Inhib. of serine protease trypsin (IC 50 = 160 nM). | Low tox. vs 2 HTCLs
CMNPD30179	Inhib. of serine protease trypsin (IC 50 = 190 nM). | Low tox. vs 2 HTCLs
CMNPD30180	Inhib. of serine protease trypsin (IC 50 = 72 nM). | Low tox. vs 2 HTCLs
CMNPD30181	Inhib. of serine protease trypsin (IC 50 = 1000 nM). | Low tox. vs 2 HTCLs
CMNPD30182	Inhib. of serine protease trypsin (IC 50 = 150 nM). | Low tox. vs 2 HTCLs
CMNPD30183	IA vs thrombin, elastase, trypsin and protein phosphatase 1. | Activ. vs chymotrypsin, IC 50 = 0.26 μM. | IA vs 1 HTCL
CMNPD30184	IA vs thrombin, elastase, chymotrypsin, and protein phosphatase 1. | Low activ. vs trypsin. | IA vs 1 HTCL
CMNPD30185	Inhib. of chymotrypsin, caspase 14, KLK7, IC 50 = 8.98, 50.3, 22.1 μM, resp.
CMNPD30186	IA vs chymotrypsin and KLK7.
CMNPD30187	IA vs chymotrypsin and KLK7.
CMNPD30188	Inhib. of caspase 14, KLK7, chymase, IC 50 = 10.1, 18.9, 23.2 μM, resp.
CMNPD30189	IA vs chymotrypsin and KLK7.
CMNPD30190	Up-regulated growth factors in HaCaT cells; induced secretion of VEGF-A.
CMNPD30191	IA vs 3 bact. | Mod. inhib. of sea urchin fertilized egg div. | IA vs 1 HTCL
CMNPD30192	IA vs 3 bact. | Mod. inhib. of sea urchin fertilized egg div. | Mod. activ. vs 1 HTCL
CMNPD30193	Mod. AB vs 1 strain. | Mod. inhib. of sea urchin fertilized egg div. | Mod. activ. vs 1 HTCL
CMNPD30194	Induced differentiation of neural stem cells. | Mod. cytotox. vs 1 HTCL
CMNPD30195	Mod. cytox. vs 2 HTCLs
CMNPD30196	Mod. cytox. vs 2 HTCLs
CMNPD30197	Mod. cytotox. vs HCT-116 (IC 50 = 1.7 μM).
CMNPD30198	Low cytotox. vs HCT-116 (IC 50 = 29.0 μM).
CMNPD30199	IA vs 2 HTCLs, malaria, bact. and protease assays. | Weak inhib. against NO prod.
CMNPD30200	IA vs 3 HTCLs
CMNPD30201	Low cytotox. vs HeLa IC 50 14 μM. | Mod. activ. vs P. falciparum IC 50 = 0.52 μM
CMNPD30202	Low cytotox. vs HeLa IC 50 29 μM. | Mod. activ. vs P. falciparum IC 50 = 1.0 μM
CMNPD30203	Induced glucose uptake in rat L6 myotubes.
CMNPD30204	Induced glucose uptake in rat L6 myotubes.
CMNPD30205	IA vs L1210 leukemia cells | Low toxicity vs Palaemon paucidens.
CMNPD30206	Mod. cytotox. vs neuro-2A and HCT-116.
CMNPD30207	No cytotox. vs neuro-2A and HCT-116.
CMNPD30208	Mod. cytotox. vs neuro-2A and HCT-116.
CMNPD30209	Weak SOAT inhib. | Mod. osteoblast differentiation inhib. IA vs 2 HTCLs
CMNPD30210	Low toxicity vs neuro-2A cells.
CMNPD30211	Low toxicity vs neuro-2A cells.
CMNPD30212	Low toxicity vs neuro-2A cells.
CMNPD30213	Low toxicity vs neuro-2A cells.
CMNPD30214	Low toxicity vs neuro-2A cells.
CMNPD30216	Mod. activ. vs Kv1.5 channel, IC 50 = 6.94 μM. IA vs 2 HTCLs
CMNPD30217	potent activ. vs Kv1.5 channel, IC 50 = 0.30 μM. IA vs 2 HTCLs
CMNPD30218	IA vs 1 HTCL, 3 microb. strain and 1 virus.
CMNPD30222	Strong cytotox. vs H-460 (IC 50 = 170 nM).
CMNPD30223	Strong cytotox. vs H-460 (IC 50 = 520 nM).
CMNPD30224	Strong cytotox. vs H-460 (IC 50 = 210 nM).
CMNPD30225	Strong cytotox. vs H-460 (IC 50 = 170 nM).
CMNPD30226	Strong cytotox. vs H-460 (IC 50 = 170 nM).
CMNPD30227	Strong cytotox. vs H-460 (IC 50 = 170 nM).
CMNPD30228	Strong cytotox. vs H-460 (IC 50 = 210 nM).
CMNPD30229	Strong cytotox. vs H-460 (IC 50 = 470 nM).
CMNPD30230	Strong cytotox. vs H-460 (IC 50 = 910 nM).
CMNPD30231	Mod. activ. vs P. falciparum (IC 50 = 5.7 μM).
CMNPD30232	AM vs 5 strain (MICs 11 - >22 μg/mL). | Low cytotox. vs 3 HTCLs (IC 50 26 - 38 μM).
CMNPD30233	AM vs 5 strain (MICs 6.1 - >24 μg/mL). | Low cytotox. vs 3 HTCLs (IC 50 28 - 71 μM).
CMNPD30234	AM vs 5 strain (MICs 22 - >22 μg/mL). | Low cytotox. vs 3 HTCLs (IC 50 42 - >100 μM).
CMNPD30237	Mild lipoxygenase inhib.(IC 50 = 22.8 μM).
CMNPD30240	potentInsecticidalactiv.vs.Helicoverpaarmigera(cottonbollworm).
CMNPD30241	Mod. - strong cytotox. vs. 5 HTCLs
CMNPD30242	Mod. - strong cytotox. vs. 5 HTCLs
CMNPD30243	IA AO (DPPH assay). | No inhib. COX-2.
CMNPD30244	IA AO (DPPH assay). | No inhib. COX-2.
CMNPD30245	IA AO (DPPH assay). | No inhib. COX-2.
CMNPD30246	IA vs 2 bact.
CMNPD30247	IA vs 2 bact.
CMNPD30248	Weak inhib. 4 phytoplankton.
CMNPD30249	Weak inhib. 4 phytoplankton.
CMNPD30250	Weak cytotox. vs. 2 HTCLs
CMNPD30251	Mod. cytotox. vs. 3 HTCLs | IA vs 1 bact.
CMNPD30252	Mod. cytotox. vs. 1 HTCL | IA vs 1 bact.
CMNPD30253	NT vs. 3 HTCLs | IA vs. 1 bact.
CMNPD30254	NT vs. 3 HTCLs | IA vs. 1 bact.
CMNPD30255	NT vs. 3 HTCLs | IA vs. 1 bact.
CMNPD30256	NT vs. 3 HTCLs | IA vs. 1 bact.
CMNPD30257	NT vs. 3 HTCLs | IA vs. 1 bact.
CMNPD30258	Photoprotective (UV-B absorbance) with no phototoxicity.
CMNPD30259	IA vs. 2 HTCLs, 4 bact., 1 fungus and AChE.
CMNPD30260	IA vs. 2 HTCLs, 4 bact., 1 fungus and AChE.
CMNPD30261	Mod. AB vs. 2 strain. | IA vs. 2 HTCLs, 2 further bact., 1 fungus and AChE.
CMNPD30262	Mod. AB vs. 2 strain. | IA vs. 2 HTCLs, 2 further bact., 1 fungus and AChE.
CMNPD30263	Mod. AB vs. 2 strain. | IA vs. 2 HTCLs, 2 further bact., 1 fungus and AChE.
CMNPD30264	Mod. AB vs. 2 strain. | IA vs. 2 HTCLs, 2 further bact., 1 fungus and AChE.
CMNPD30265	IA vs. 2 HTCLs, 4 bact., 1 fungus and AChE.
CMNPD30266	IA vs. 2 HTCLs, 4 bact., 1 fungus and AChE.
CMNPD30267	IA AO in DPPH and ABTS assays | AM vs. 4 bact. | AF vs. 1 fungus | NO prod. inhib.
CMNPD30268	IA AO in DPPH and ABTS assays | AM vs. 4 bact. | AF vs. 1 fungus | NO prod. inhib.
CMNPD30269	potent AO in DPPH assay | mod. AO vs. ABTS assay | IA vs. 4 bact., 1 fungus | NO prod. inhib.
CMNPD30270	IA AO in DPPH and ABTS assays | AM vs. 4 bact. | AF vs. 1 fungus | NO prod. inhib.
CMNPD30271	IA AO in DPPH and ABTS assays | AM vs. 4 bact. | AF vs. 1 fungus an | d NO prod. inhib.
CMNPD30272	Weak cytotox. vs. 2 HTCLs | IA vs.5 bact. and 1 fungus
CMNPD30273	IA vs. 2 HTCLs, 5 strain bact. and 1 fungus
CMNPD30274	IA vs. 2 HTCLs, 5 strain bact. and 1 fungus
CMNPD30275	Weak AB vs. 4 strain.
CMNPD30276	Weak AB vs. 2 strain.
CMNPD30277	Weak AB vs. 3 strain.
CMNPD30278	Weak cytotox. vs. 7 HTCLs
CMNPD30279	Weak cytotox. vs. 7 HTCLs
CMNPD30280	potent cytotox. vs. 1 murine TCL. | IA vs. 11 bact.
CMNPD30281	IA vs. 1 murine TCL and 11 bact.
CMNPD30282	IA vs. 1 murine TCL. Mod. AB vs. 2 strain.
CMNPD30283	IA AO (DPPH assay). | No inhib. NF-κB prod.
CMNPD30284	IA AO (DPPH assay). | potent inhib. NF-κB prod. | Weak inhib. NO prod.
CMNPD30285	potent AO (DPPH assay). | No inhib. NF-κB prod.
CMNPD30286	IA AO (DPPH assay). | potent inhib. NF-κB prod. | Weak inhib. NO prod.
CMNPD30287	IA AO (DPPH assay). | No inhib. NF-κB prod.
CMNPD30288	IA AO (DPPH assay). | No inhib. NF-κB prod.
CMNPD30289	Mod. cytotox.vs. 1 HTCL | sig. cytotox. vs. 1 HTCL | potent cytotox vs. 1 HTCL
CMNPD30290	Mod. cytotox.vs. 1 HTCL | sig. cytotox. vs. 2 HTCLs
CMNPD30291	Mod. AB vs. 3 strain. | Mod. cytotox. vs. 1 HTCL
CMNPD30292	potent Inhib. TNF-α and IL-6 prod. | IA vs. 2 HTCLs and 1 inflammatory model CL.
CMNPD30293	potent Inhib. TNF-α and IL-6 prod. | IA vs. 2 HTCLs and 1 inflammatory model CL.
CMNPD30294	potent Inhib. TNF-α and IL-6 prod. | IA vs. 2 HTCLs and 1 inflammatory model CL.
CMNPD30295	Mod. inhib. IL-6 prod. | IA vs. 3 HTCLs and 3 fungi.
CMNPD30296	Mod. inhib. IL-6 prod. | IA vs. 3 HTCLs and 3 fungi.
CMNPD30297	Mod. inhib. IL-6 prod. | IA vs. 3 HTCLs and 3 fungi.
CMNPD30298	Mod. inhib. IL-6 prod. | IA vs. 3 HTCLs and 3 fungi.
CMNPD30299	potent inhib. IL-6 prod. | IA vs. 3 HTCLs and 3 fungi.
CMNPD30300	Mod. inhib. IL-6 prod. | IA vs. 3 HTCLs and 3 fungi.
CMNPD30301	potent inhib. IL-6 prod. | IA vs. 3 HTCLs and 3 fungi.
CMNPD30302	potent inhib. IL-6 prod. | IA vs. 3 HTCLs and 3 fungi.
CMNPD30303	Mod. inhib. IL-6 prod. | IA vs. 3 HTCLs and 3 fungi.
CMNPD30304	Mod. AB vs. 4 strain. | potent AF vs. 1 strain | mod. AF vs. 1 strain.
CMNPD30305	Mod. AB vs. 1 strain. | IA AF vs. 2 strain.
CMNPD30306	Weak AB vs. 1 strain. | IA AF vs. 2 strain.
CMNPD30307	IA vs. 4 bact.
CMNPD30308	IA vs. 4 bact.
CMNPD30309	IA vs. 4 bact.
CMNPD30310	IA vs. 4 bact.
CMNPD30311	Weak-mod. AB vs. 2 strain.
CMNPD30312	Weak-mod. AB vs. 2 strain.
CMNPD30313	IA vs. 4 bact.
CMNPD30314	IA vs. 4 bact.
CMNPD30315	potent AV vs. 1 strain | weak vs. 2 further strain.
CMNPD30316	potent AV vs. 3 strain.
CMNPD30317	Weak AV vs. 1 strain | IA vs. 2 further strain.
CMNPD30318	Weak AV vs. 2 strain | IA vs. 1 further strain.
CMNPD30319	Weak AV vs. 1 strain | IA vs. 2 further strain.
CMNPD30320	Weak AV vs. 1 strain | IA vs. 2 further strain.
CMNPD30321	Weak-mod. AB vs. 1 bact. | IA vs. 2 HTCLs
CMNPD30322	Weak-mod. AB vs. 1 bact. | IA vs. 2 HTCLs
CMNPD30323	Weak-mod. AB vs. 1 bact. | IA vs. 2 HTCLs
CMNPD30324	Sig. inhib. IL-6 and TNF-α.
CMNPD30325	Sig. inhib. IL-6 and TNF-α.
CMNPD30326	IA vs. 3 HTCLs, 5 bact. and 1 fungus
CMNPD30327	Weak AB vs. 1 strain. | IA vs. 3 HTCLs, 4 further bact. and 1 fungus
CMNPD30328	IA vs. 3 HTCLs, 5 bact. and 1 fungus
CMNPD30329	IA vs. 3 HTCLs, 5 bact. and 1 fungus
CMNPD30330	Weak AB vs. 1 strain. | IA vs. 3 HTCLs, 4 further bact. and 1 fungus
CMNPD30331	Weak cytotox. vs. 3 HTCLs
CMNPD30332	potent cytotox. vs. 3 HTCLs
CMNPD30333	Weak cytotox. vs. 3 HTCLs
CMNPD30335	IA vs. 2 HTCLs and 2 NCLs.
CMNPD30336	Inhib. colony formation in 1 HTCL | IA vs. 1 further HTCL and 2 NCLs.
CMNPD30339	IA vs. 2 HTCLs and 2 NCLs.
CMNPD30340	Weak AB vs. 2 strain. | Weak AV vs. 1 virus.
CMNPD30341	Weak AB vs. 3 strain. | Weak AV vs. 1 virus.
CMNPD30342	Mod. selective cytotox. vs. 2 HTCLs
CMNPD30343	IA vs. 8 HTCLs
CMNPD30344	IA vs. 8 HTCLs
CMNPD30345	Weak selective cytotox. vs. 1 HTCL
CMNPD30346	Weak selective cytotox. vs. 2 HTCLs
CMNPD30347	Weak AB vs. 3 strain | weak AF vs 4 strain.
CMNPD30348	Weak-mod. AB vs. 4 strain | weak-mod. AF vs 6 strain.
CMNPD30349	IA vs. 5 HTCLs | Mod. inhib. NO prod.
CMNPD30350	IA vs. 5 HTCLs | No inhib. NO prod.
CMNPD30351	IA vs. 5 HTCLs | No inhib. NO prod.
CMNPD30352	IA vs. 5 HTCLs | No inhib. NO prod.
CMNPD30353	IA vs. 5 HTCLs | Mod. inhib. NO prod.
CMNPD30354	IA vs. 5 HTCLs | No inhib. NO prod.
CMNPD30355	Weak cytotox. vs. 2 HTCLs | No inhib. NO prod.
CMNPD30356	IA vs. 5 HTCLs | No inhib. NO prod.
CMNPD30357	IA vs. 5 HTCLs | No inhib. NO prod.
CMNPD30358	Mod. inhib. NO prod. | IA vs. 3 bact. and α-glucosidase
CMNPD30359	Mod. inhib. NO prod. | IA vs. 3 bact. and α-glucosidase
CMNPD30360	potent inhib. α-glucosidase. | Mod. inhib. NO prod. | IA vs. 3 bact.
CMNPD30361	No inhib. TNF-α prod. | IA vs. 1 murine NCL.
CMNPD30362	No inhib. TNF-α prod. | IA vs. 1 murine NCL.
CMNPD30363	No inhib. TNF-α prod. | IA vs. 1 murine NCL.
CMNPD30364	IA vs. 5 HTCLs
CMNPD30365	IA vs. 5 HTCLs
CMNPD30366	IA vs. 5 HTCLs
CMNPD30367	No inhib. NO prod.
CMNPD30368	No inhib. NO prod.
CMNPD30369	Mod. inhib. NO prod.
CMNPD30370	No inhib. NO prod.
CMNPD30371	No inhib. NO prod.
CMNPD30372	No inhib. NO prod.
CMNPD30373	No inhib. NO prod.
CMNPD30374	No inhib. NO prod.
CMNPD30375	potent α-glucosidase inhib.
CMNPD30376	IA vs. α-glucosidase and 2 HTCLs
CMNPD30377	potent a-glucosidase inhib. | IA vs. 2 HTCLs
CMNPD30378	IA vs. α-glucosidase and 2 HTCLs
CMNPD30379	potent α-glucosidase inhib.
CMNPD30380	potent α-glucosidase inhib.
CMNPD30381	potent α-glucosidase inhib.
CMNPD30382	potent α-glucosidase inhib.
CMNPD30383	potent α-glucosidase inhib.
CMNPD30384	potent α-glucosidase inhib.
CMNPD30385	potent α-glucosidase inhib.
CMNPD30386	potent α-glucosidase inhib.
CMNPD30387	potent α-glucosidase inhib.
CMNPD30388	No inhib. NO prod. and iNOS. | IA vs. NCL.
CMNPD30389	No inhib. NO prod. and iNOS. | IA vs. NCL.
CMNPD30390	No inhib. NO prod. and iNOS. | IA vs. NCL.
CMNPD30391	No inhib. NO prod. and iNOS. | IA vs. NCL.
CMNPD30392	Mod. inhib. NO prod. and iNOS. | IA vs. NCL.
CMNPD30393	Mod. inhib. NO prod. Sig. inhib. iNOS. | IA vs. NCL.
CMNPD30394	No inhib. NO prod. and iNOS. | IA vs. NCL.
CMNPD30395	No inhib. NO prod. and iNOS. | IA vs. NCL.
CMNPD30396	Mod. AB vs. 3 strain | mod. AF vs. 1 strain.
CMNPD30397	IA vs. 4 HTCLs, 4 bact. and AChE
CMNPD30398	IA vs. 4 HTCLs, 4 bact. and AChE
CMNPD30399	IA vs. 4 HTCLs, 4 bact. and AChE
CMNPD30400	IA vs. 4 HTCLs, 4 bact. and AChE
CMNPD30401	IA vs. 4 HTCLs, 4 bact. and AChE
CMNPD30402	IA vs. 4 HTCLs, 4 bact. and AChE
CMNPD30403	Mod.inhib. AChE. IA vs. 4 HTCLs, and 4 bact.
CMNPD30404	Sig. AO (Trolox equivalents). | IA vs. 5 HTCLs | IA vs. 2 bact.
CMNPD30406	mod. - potent AB vs 5 strain.
CMNPD30407	Signif. inhib. NO prod. and of 3 proinflammatory cytokines.
CMNPD30408	Signif. inhib. NO prod. and of 3 proinflammatory cytokines.
CMNPD30409	Weak cytotox. vs. 1 HTCL | Weak inhib. thioredoxin reductase (TrxR)
CMNPD30410	Weak cytotox. vs. 1 HTCL | Weak inhib. thioredoxin reductase (TrxR)
CMNPD30411	Weak cytotox. vs. 1 HTCL | Weak inhib. thioredoxin reductase (TrxR)
CMNPD30412	Weak cytotox. vs. 1 HTCL | Weak inhib. thioredoxin reductase (TrxR)
CMNPD30413	Weak cytotox. vs. 1 HTCL | potent inhib. thioredoxin reductase (TrxR)
CMNPD30414	Weak cytotox. vs. 1 HTCL | potent inhib. thioredoxin reductase (TrxR)
CMNPD30415	Sig. inhib. interleukin-10 (IL-10). | IA vs. IL-6, monocyte chemoattractant protein 1 (MCP-1) and TNF-α
CMNPD30416	IA vs. IL-6, IL-10, monocyte chemoattractant protein 1 (MCP-1) and TNF-α
CMNPD30417	Sig. inhib. interleukin-10 (IL-10). | IA vs. IL-6, monocyte chemoattractant protein 1 (MCP-1) and TNF-α
CMNPD30418	Selective cytotox. vs. 2 HTCLs | IA vs. 1 NCL and 1 bact.
CMNPD30419	Selective cytotox. vs. 2 HTCLs | IA vs. 1 NCL and 1 bact.
CMNPD30420	IA vs. 3 HTCLs, 1 NCL and 1 bact.
CMNPD30421	IA vs. 3 HTCLs, 1 NCL and 1 bact.
CMNPD30422	Weak cytotox. vs. 1 HTCL | IA vs. 1 NCL and 1 bact.
CMNPD30423	Weak-mod. AB vs. 4 strain.
CMNPD30424	Weak-mod. AB vs. 4 strain.
CMNPD30425	Weak AB vs. 2 strain.
CMNPD30426	Weak AB vs. 2 strain.
CMNPD30427	potent AB vs. 1 | weak AB vs.2 strain.
CMNPD30428	Weak cytotox. vs. 1 HTCL
CMNPD30429	Weak cytotox. vs. 1 HTCL
CMNPD30430	Weak cytotox. vs. 1 HTCL
CMNPD30432	Mod. AB vs 2 strain.
CMNPD30433	potent and selective cytotox. vs. 1 HTCL | IA vs. 4 bact.
CMNPD30434	IA vs. 5 HTCLs and 4 bact.
CMNPD30435	Sig. cytotox. vs. 5 HTCLs | IA vs. 4 bact.
CMNPD30436	IA vs. 5 HTCLs and 4 bact.
CMNPD30437	IA vs. 5 HTCLs and 4 bact.
CMNPD30438	Sig. cytotox. vs. 5 HTCLs | IA vs. 4 bact.
CMNPD30439	potent AB vs. 1 strain, mod. AB vs. 3 strain. | IA vs. 5 HTCLs
CMNPD30440	Mod. AB. vs. 4 strain. | IA vs. 5 HTCLs
CMNPD30441	Weak cytotox. vs. 1 HTCL
CMNPD30442	Weak cytotox. vs. 1 HTCL
CMNPD30443	Weak anti-saprolegniasis activ. | IA vs. 3 bact. and 1 fungus
CMNPD30444	Weak-mod. cytotox. vs. 3 HTCLs
CMNPD30446	IA vs. 3 HTCLs
CMNPD30448	Mod. Cytotox. vs. 2 HTCLs | IA vs. COX-1, COX-2, 1 virus and TB.
CMNPD30449	IA vs. 1 HTCL
CMNPD30450	IA vs. 1 HTCL
CMNPD30451	IA vs. 4 bact., AchE and α-glucosidase. | Weak AO (DPPH assay).
CMNPD30452	IA vs. 4 bact., AchE and α-glucosidase. | No AO (DPPH assay).
CMNPD30453	IA vs. 4 bact., AchE and α-glucosidase. | Weak AO (DPPH assay).
CMNPD30454	IA vs. 4 bact., AchE and α-glucosidase. | Weak AO (DPPH assay).
CMNPD30455	IA vs. 4 bact., AchE and α-glucosidase. | No AO (DPPH assay).
CMNPD30456	Weak AB vs. 2 strain.
CMNPD30457	Weak AB vs. 1 strain. | Mod. AO via DPPH and Ferric Reducing Antioxidant Power (FRAP) assays.
CMNPD30459	potent inhib. platelet activating factor receptor (PAFR). | potent inhib. tumour cell repopulation.
CMNPD30460	potent inhib. platelet activating factor receptor (PAFR). | potent inhib. tumour cell repopulation.
CMNPD30462	Mod. inhib. platelet activating factor receptor (PAFR). | Mod. inhib. tumour cell repopulation.
CMNPD30463	potent inhib. platelet activating factor receptor (PAFR). | Mod. inhib. tumour cell repopulation.
CMNPD30464	Weak cytotox. vs. 3 HTCLs | Signif. AB vs. 2 MRSA strain | weak AB vs. 2 strain.
CMNPD30465	Sig. cytotox. vs. 1 HTCL | weak cytotox. vs. 2 HTCLs | Mod. AB vs. 2 MRSA strain | Sig. AB vs. 1 strain.
CMNPD30466	Weak cytotox. vs. 3 HTCLs | Signif. AB vs. 2 MRSA strain | mod. AB vs. 2 strain.
CMNPD30467	Weak cytotox. vs. 3 HTCLs | Signif. AB vs. 2 MRSA strain | mod. AB vs. 2 strain.
CMNPD30468	IA vs. 6 HTCLs
CMNPD30469	IA vs. 6 HTCLs
CMNPD30470	Mod.-sig. cytotox. vs.6 HTCLs
CMNPD30471	Mod.-sig. cytotox. vs.6 HTCLs
CMNPD30472	Sig. cytotox. vs.2 HTCLs
CMNPD30473	Sig. cytotox. vs.2 HTCLs
CMNPD30474	Mod.-sig. cytotox. vs. 4 HTCLs
CMNPD30475	Mod.-sig. cytotox. vs. 4 HTCLs
CMNPD30476	IA vs. 3 HTCLs and 3 bact.
CMNPD30477	IA vs. 3 HTCLs and 3 bact.
CMNPD30478	IA vs. 3 HTCLs and 3 bact.
CMNPD30479	IA vs. 3 HTCLs and 3 bact.
CMNPD30480	IA vs. 3 HTCLs and 3 bact.
CMNPD30481	IA vs. 3 HTCLs and 3 bact.
CMNPD30482	IA vs. 3 HTCLs and 3 bact.
CMNPD30483	IA vs. 3 HTCLs and 3 bact.
CMNPD30484	IA vs. 3 HTCLs and 3 bact.
CMNPD30485	IA vs. 3 HTCLS, 3 bact., 1 fungus and AChE.
CMNPD30486	IA vs. 3 HTCLS, 3 bact., 1 fungus and AChE.
CMNPD30487	IA vs. 3 HTCLS, 3 bact., 1 fungus and AChE.
CMNPD30488	IA vs. 3 HTCLS, 3 bact., 1 fungus and AChE.
CMNPD30489	IA vs. 3 HTCLS, 3 bact., 1 fungus and AChE.
CMNPD30490	IA vs. 3 HTCLS, 3 bact., 1 fungus and AChE.
CMNPD30491	IA vs. 3 HTCLS, 3 bact., 1 fungus and AChE.
CMNPD30492	IA vs. 3 HTCLS, 3 bact., 1 fungus and AChE.
CMNPD30493	Weak-mod. cytotox. vs. 4 HTCLs | IA vs. 4 bact. and 1 fungus
CMNPD30494	Weak-mod. cytotox. vs. 4 HTCLs | IA vs. 4 bact. and 1 fungus
CMNPD30495	IA vs. 6 HTCLs, 4 bact. and 1 fungus
CMNPD30496	Weak inhib. PTP1B and T-cell PTP.
CMNPD30498	Weak AV vs. 1 strain. | IA vs. 3 HTCLs | Weak AchE inhib. IA vs. 8 bact.
CMNPD30499	IA vs. 1 virus and 3 HTCLs
CMNPD30501	IA vs. 5 HTCLs and 4 bact.
CMNPD30502	Sig. cytotox. vs. 5 HTCLs | potent AB vs. 1 strain | mod. AB vs. 2 strain.
CMNPD30503	Sig. cytotox. vs. 2 HTCLs | mod. cytotox. vs. 2 HTCLs | IA AB vs. 4 strain.
CMNPD30504	IA vs. 5 HTCLs and 4 bact.
CMNPD30505	IA vs. 5 HTCLs and 4 bact.
CMNPD30506	Weak cytotox. vs. 2 HTCLs | IA AB vs. 4 strain.
CMNPD30507	Sig. inhib. 5 strain influenza A (IAV). | IA vs. 5 HTCLs, 4 bact. and germination inhib. 2 plant seeds.
CMNPD30508	Sig. cytotox. vs. 2 HTCLs
CMNPD30509	IA vs. several bact. and fungi
CMNPD30510	Weak AB vs. 1 strain | weak AF vs 1 strain.
CMNPD30511	IA vs. 2 HTCLs, 3 bact. and 1 fungus | No phytotoxicity to seed germination or lettuce radicles.
CMNPD30512	IA vs. 2 HTCLs and 1 fung Mod. AB vs. 1 strain. | No phytotoxicity to seed germination or lettuce radicles
CMNPD30513	IA vs. 2 HTCLs, 3 bact. and 1 fungus | No phytotoxicity to seed germination or lettuce radicles.
CMNPD30514	IA vs. 2 HTCLs, 3 bact. and 1 fungus | No phytotoxicity to seed germination or lettuce radicles.
CMNPD30519	IA vs. 10 HTCLs | No inhib. COX-2.
CMNPD30520	IA vs. 10 HTCLs | No inhib. COX-2.
CMNPD30521	Weak - mod. cytotox. vs. 9 HTCLs | No inhib. COX-2.
CMNPD30522	IA vs. 10 HTCLs | No inhib. COX-2.
CMNPD30523	IA vs. 10 HTCLs | No inhib. COX-2.
CMNPD30524	IA vs. 10 HTCLs | Sig. inhib. COX-2.
CMNPD30525	IA vs. 10 HTCLs | No inhib. COX-2.
CMNPD30526	Signif. TNF-α inhib. | IA vs. 4 HTCLs and 3 bact.
CMNPD30527	Signif. TNF-α inhib. | IA vs. 4 HTCLs and 3 bact.
CMNPD30528	Signif. TNF-α inhib. | IA vs. 4 HTCLs and 3 bact.
CMNPD30529	Signif. TNF-α inhib. | IA vs. 4 HTCLs and 3 bact.
CMNPD30531	Weak cytotox. vs. 2 HTCLs | IA vs 3 bact.
CMNPD30532	Weak cytotox. vs. 2 HTCLs | IA vs 3 bact.
CMNPD30533	Weak cytotox. vs. 2 HTCLs | IA vs 3 bact.
CMNPD30534	Weak cytotox. vs. 2 HTCLs | IA vs 3 bact.
CMNPD30535	Mod. AO activ. in DPPH assay
CMNPD30536	Mod. AO activ. in DPPH assay
CMNPD30537	Signif. AO activ. in DPPH assay
CMNPD30538	IA AO in DPPH assay
CMNPD30539	IA AO in DPPH assay
CMNPD30540	IA vs. 2 HTCLs | Sig. AO in DPPH assay
CMNPD30541	IA. vs. 2 HTCLs | Weak AO in DPPH assay
CMNPD30542	Mod. cytotox. vs. 2 HTCLs | No AO in DPPH assay
CMNPD30543	IA vs. 2 HTCLs | No AO in DPPH assay
CMNPD30544	Weak cytotox. vs. 2 HTCLs | No AO in DPPH assay
CMNPD30545	IA vs. 2 HTCLs | No AO in DPPH assay
CMNPD30546	No inhib. NO prod.
CMNPD30547	Mod. inhib. NO prod.
CMNPD30548	No inhib. NO prod.
CMNPD30549	No inhib. NO prod.
CMNPD30550	No inhib. NO prod.
CMNPD30551	No inhib. NO prod.
CMNPD30552	No inhib. NO prod.
CMNPD30553	No inhib. NO prod.
CMNPD30554	Sig. inhib. NO prod.
CMNPD30555	Sig. inhib. NO prod.
CMNPD30556	No inhib. NO prod.
CMNPD30557	No inhib. NO prod.
CMNPD30558	No inhib. NO prod.
CMNPD30559	No inhib. NO prod.
CMNPD30560	No inhib. NO prod.
CMNPD30561	Weak inhib. NO prod.
CMNPD30562	Weak inhib. NO prod.
CMNPD30563	No inhib. NO prod.
CMNPD30564	Weak inhib. NO prod.
CMNPD30565	No inhib. NO prod.
CMNPD30566	No inhib. NO prod.
CMNPD30567	No inhib. NO prod.
CMNPD30568	Mod. inhib. NO prod.
CMNPD30569	Weak inhib. NO prod.
CMNPD30570	No inhib. NO prod.
CMNPD30571	No inhib. NO prod.
CMNPD30572	Mod. inhib. angiotensin converting enzyme (ACE). | IA vs. α-glucosidase.
CMNPD30573	Mod. inhib. angiotensin converting enzyme (ACE). | IA vs. α-glucosidase.
CMNPD30574	Mod. inhib. angiotensin converting enzyme (ACE). | IA vs. α-glucosidase.
CMNPD30575	Mod. antifoul. vs. barnacle larvae. | IA vs. 1 HTCL
CMNPD30576	IA vs. barnacle larvae and 1 HTCL
CMNPD30577	IA vs. barnacle larvae and 1 HTCL
CMNPD30578	IA vs. barnacle larvae and 1 HTCL
CMNPD30579	IA in RBL-2H3 cell degranulation antiallergy assay
CMNPD30580	IA in RBL-2H3 cell degranulation antiallergy assay
CMNPD30581	IA in RBL-2H3 cell degranulation antiallergy assay
CMNPD30582	IA in RBL-2H3 cell degranulation antiallergy assay
